date,MSCI_World,Global_Bonds,Gold,Bitcoin,Ethereum,XRP,BNB,Solana
2019-08-02,72.62542253444595,41.73601656448009,122.65702851450473,9493.914730544746,196.65522921582448,0.28197305980091075,25.308094659767168,
2019-08-03,,,,9767.906612072948,200.82422728449976,0.28591119112776386,25.173945010238743,
2019-08-04,,,,9901.907776097174,200.9861413543763,0.28869578929461404,24.872742282044857,
2019-08-05,70.5780437551184,41.6980008879505,124.04544409168963,10628.039627447135,210.8520824070434,0.2912884908672778,25.217694576150663,
2019-08-06,70.33727344215256,41.25814015794999,123.54377689588382,10208.453718007886,201.01823785967156,0.2768871104698879,24.58076247673737,
2019-08-07,70.95856775164881,41.56382349440337,125.83215317089785,10655.819000039039,202.00870046474313,0.2783699568572084,26.192903452752958,
2019-08-08,71.97132684214475,41.4388253087198,126.49544185779285,10680.138398396834,197.19282830588062,0.2745905236732616,27.518623838227793,
2019-08-09,71.69074931083095,41.537946974209575,126.26948507590716,10604.041799181416,188.15182583177136,0.26578895070483316,26.78196215244515,
2019-08-10,,,,10149.13543858004,184.7949746869569,0.2670207171620408,26.532019534359353,
2019-08-11,,,,10300.696984066262,193.1610919719665,0.2698757737500919,26.867579165197043,
2019-08-12,70.64634399131879,41.5015114804553,127.25164748338477,10155.343307342371,188.50700530749106,0.2679412990616941,26.914290448653855,
2019-08-13,71.5555113973085,41.57151229161927,126.38269168625716,9712.542991152848,186.04324421856674,0.26442400212781353,26.266240438042253,
2019-08-14,69.81465218514431,41.81740218690413,127.71699640592773,8993.15906558814,166.9560795367403,0.23561035235304117,24.251092310852588,
2019-08-15,70.18635126576862,42.20798658062749,128.956376769423,9253.581253958202,169.16174794173529,0.23770510436814268,25.16618968556904,
2019-08-16,71.09706012616239,42.25650315298699,128.47344672122927,9334.830390227258,166.85898780692,0.23572150997983748,24.874585999169557,
2019-08-17,,,,9206.523651451658,167.0817822257753,0.23909575686222098,24.72697457090705,
2019-08-18,,,,9309.160606846888,175.00528374308558,0.2543248787079602,25.133615231647926,
2019-08-19,71.94780339427516,42.20267888103403,127.1965579072616,9839.731074738462,183.06707432325484,0.2553918629936884,25.968436737705694,
2019-08-20,71.62253343093951,42.30077573676277,128.31182118193104,9711.341598020743,177.35507429850583,0.24885148537854193,25.41468089514012,
2019-08-21,72.17166113253724,42.18050886491912,127.73709791627996,9135.194065763331,168.40431455854147,0.2399224759987213,24.32349736355449,
2019-08-22,71.99997678322812,42.12837004610786,127.49330341236029,9134.666261806293,172.51532247827433,0.24429665488236352,24.42496925121289,
2019-08-23,70.49732419425493,42.232937658173356,130.07017570652962,9390.066124489633,175.66394473962907,0.24949889475601442,24.513253086944893,
2019-08-24,,,,9166.316994493516,172.58145093750267,0.24589732012884136,23.90438749543313,
2019-08-25,,,,9146.970795165858,168.56921038590562,0.2436733883297033,23.576153316425657,
2019-08-26,70.86095063991634,42.00205403129317,129.39898702023393,9306.98120732536,169.54899977234487,0.24301057013061927,23.430136404794794,
2019-08-27,70.95123134273076,42.27975538264888,131.1003473521724,9173.061212956276,168.87750473296055,0.24281797260304563,23.135493543054427,
2019-08-28,71.312400730947,42.41070106417285,130.89222487369665,8795.660493174244,156.7983214016984,0.23214524884445878,21.373112329356122,
2019-08-29,72.1768793201952,42.4195202899771,130.00344685457583,8578.676433220608,152.91258050304464,0.23186745234390735,19.74552032030133,
